Question ID,Question Title,Question Slug,Topic Tagged text,Topic Tagged ID
1949,Implement Trie II (Prefix Tree),implement-trie-ii-prefix-tree,"Hash Table,String,Design,Trie","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI3"
1933,Number of Different Integers in a String,number-of-different-integers-in-a-string,"Hash Table,String","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw"
1935,Minimum Number of Operations to Reinitialize a Permutation,minimum-number-of-operations-to-reinitialize-a-permutation,"Array,Math,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDU1"
1934,Evaluate the Bracket Pairs of a String,evaluate-the-bracket-pairs-of-a-string,"Array,Hash Table,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw"
1936,Maximize Number of Nice Divisors,maximize-number-of-nice-divisors,"Math,Recursion","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjMx"
1958,Ad-Free Sessions,ad-free-sessions,Database,VG9waWNUYWdOb2RlOjYxMDQz
1959,Minimum Path Cost in a Hidden Grid,minimum-path-cost-in-a-hidden-grid,"Depth-First Search,Breadth-First Search,Graph,Heap (Priority Queue),Interactive","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDU5"
1964,Find Interview Candidates,find-interview-candidates,Database,VG9waWNUYWdOb2RlOjYxMDQz
1920,Determine Color of a Chessboard Square,determine-color-of-a-chessboard-square,"Math,String","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw"
1923,Sentence Similarity III,sentence-similarity-iii,"Array,Two Pointers,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw"
1925,Count Nice Pairs in an Array,count-nice-pairs-in-an-array,"Array,Hash Table,Math,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDYy"
1924,Maximum Number of Groups Getting Fresh Donuts,maximum-number-of-groups-getting-fresh-donuts,"Array,Dynamic Programming,Bit Manipulation,Memoization,Bitmask","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjMz,VG9waWNUYWdOb2RlOjYxMDc4"
1944,Truncate Sentence,truncate-sentence,"Array,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw"
1945,Finding the Users Active Minutes,finding-the-users-active-minutes,"Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY="
1946,Minimum Absolute Sum Difference,minimum-absolute-sum-difference,"Array,Binary Search,Sorting,Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDcw"
1947,Number of Different Subsequences GCDs,number-of-different-subsequences-gcds,"Array,Math,Counting,Number Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDYy,VG9waWNUYWdOb2RlOjYxMDY3"
1969,Maximum Number of Accepted Invitations,maximum-number-of-accepted-invitations,"Array,Backtracking,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjYxMDUz"
1974,Find Customers With Positive Revenue this Year,find-customers-with-positive-revenue-this-year,Database,VG9waWNUYWdOb2RlOjYxMDQz
1950,Sign of the Product of an Array,sign-of-the-product-of-an-array,"Array,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg="
1951,Find the Winner of the Circular Game,find-the-winner-of-the-circular-game,"Array,Math,Recursion,Queue,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjMx,VG9waWNUYWdOb2RlOjM0,VG9waWNUYWdOb2RlOjYxMDU1"
1952,Minimum Sideway Jumps,minimum-sideway-jumps,"Array,Dynamic Programming,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE3"
1953,Finding MK Average,finding-mk-average,"Design,Queue,Heap (Priority Queue),Ordered Set","VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjM0,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDcw"
1980,Faulty Sensor,faulty-sensor,"Array,Two Pointers","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk="
1938,Minimum Operations to Make the Array Increasing,minimum-operations-to-make-the-array-increasing,"Array,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3"
1939,Queries on Number of Points Inside a Circle,queries-on-number-of-points-inside-a-circle,"Array,Math,Geometry","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjM4"
1940,Maximum XOR for Each Query,maximum-xor-for-each-query,"Array,Bit Manipulation,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDY4"
1941,Minimum Number of Operations to Make String Sorted,minimum-number-of-operations-to-make-string-sorted,"Math,String,Combinatorics","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDU2"
1981,Maximum Transaction Each Day,maximum-transaction-each-day,Database,VG9waWNUYWdOb2RlOjYxMDQz
1960,Check if the Sentence Is Pangram,check-if-the-sentence-is-pangram,"Hash Table,String","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw"
1961,Maximum Ice Cream Bars,maximum-ice-cream-bars,"Array,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5"
1962,Single-Threaded CPU,single-threaded-cpu,"Array,Sorting,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw"
1963,Find XOR Sum of All Pairs Bitwise AND,find-xor-sum-of-all-pairs-bitwise-and,"Array,Math,Bit Manipulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE5"
1982,Remove Duplicates From an Unsorted Linked List,remove-duplicates-from-an-unsorted-linked-list,"Hash Table,Linked List","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjc="
1965,Sum of Digits in Base K,sum-of-digits-in-base-k,Math,VG9waWNUYWdOb2RlOjg=
1966,Frequency of the Most Frequent Element,frequency-of-the-most-frequent-element,"Array,Binary Search,Greedy,Sliding Window,Sorting,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDY4"
1967,Longest Substring Of All Vowels in Order,longest-substring-of-all-vowels-in-order,"String,Sliding Window","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjU1ODIx"
1968,Maximum Building Height,maximum-building-height,"Array,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg="
1991,League Statistics,league-statistics,Database,VG9waWNUYWdOb2RlOjYxMDQz
1997,Next Palindrome Using Same Digits,next-palindrome-using-same-digits,"Two Pointers,String","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw"
1998,Suspicious Bank Accounts,suspicious-bank-accounts,Database,VG9waWNUYWdOb2RlOjYxMDQz
1954,Replace All Digits with Characters,replace-all-digits-with-characters,String,VG9waWNUYWdOb2RlOjEw
1955,Seat Reservation Manager,seat-reservation-manager,"Design,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDUw"
1956,Maximum Element After Decreasing and Rearranging,maximum-element-after-decreasing-and-rearranging,"Array,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5"
1957,Closest Room,closest-room,"Array,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5"
1975,Minimum Distance to the Target Element,minimum-distance-to-the-target-element,Array,VG9waWNUYWdOb2RlOjU=
1976,Splitting a String Into Descending Consecutive Values,splitting-a-string-into-descending-consecutive-values,"String,Backtracking","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE0"
1978,Minimum Adjacent Swaps to Reach the Kth Smallest Number,minimum-adjacent-swaps-to-reach-the-kth-smallest-number,"Two Pointers,String,Greedy","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3"
1977,Minimum Interval to Include Each Query,minimum-interval-to-include-each-query,"Array,Binary Search,Line Sweep,Sorting,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjU2MTE5,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw"
2003,Distinct Numbers in Each Subarray,distinct-numbers-in-each-subarray,"Array,Hash Table,Sliding Window","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjU1ODIx"
2004,Convert Date Format,convert-date-format,Database,VG9waWNUYWdOb2RlOjYxMDQz
1983,Maximum Population Year,maximum-population-year,"Array,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDYy"
1984,Maximum Distance Between a Pair of Values,maximum-distance-between-a-pair-of-values,"Array,Two Pointers,Binary Search,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjE3"
1985,Maximum Subarray Min-Product,maximum-subarray-min-product,"Array,Stack,Monotonic Stack,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjYxMDU0,VG9waWNUYWdOb2RlOjYxMDY4"
1986,Largest Color Value in a Directed Graph,largest-color-value-in-a-directed-graph,"Hash Table,Dynamic Programming,Graph,Topological Sort,Memoization,Counting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjI2,VG9waWNUYWdOb2RlOjMz,VG9waWNUYWdOb2RlOjYxMDYy"
2009,Longest Word With All Prefixes,longest-word-with-all-prefixes,"Depth-First Search,Trie","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjI3"
1970,Sorting the Sentence,sorting-the-sentence,"String,Sorting","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDQ5"
1971,Incremental Memory Leak,incremental-memory-leak,Simulation,VG9waWNUYWdOb2RlOjYxMDU1
1972,Rotating the Box,rotating-the-box,"Array,Two Pointers,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjYxMDUz"
1326,Sum of Floored Pairs,sum-of-floored-pairs,"Array,Math,Binary Search,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDY4"
1993,Sum of All Subset XOR Totals,sum-of-all-subset-xor-totals,"Array,Math,Backtracking,Bit Manipulation,Combinatorics","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDU2"
1994,Minimum Number of Swaps to Make the Binary String Alternating,minimum-number-of-swaps-to-make-the-binary-string-alternating,"String,Greedy","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3"
1995,Finding Pairs With a Certain Sum,finding-pairs-with-a-certain-sum,"Array,Hash Table,Design","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjI1"
1996,Number of Ways to Rearrange Sticks With K Sticks Visible,number-of-ways-to-rearrange-sticks-with-k-sticks-visible,"Math,Dynamic Programming,Combinatorics","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDU2"
2014,Orders With Maximum Quantity Above Average,orders-with-maximum-quantity-above-average,Database,VG9waWNUYWdOb2RlOjYxMDQz
2019,Product of Two Run-Length Encoded Arrays,product-of-two-run-length-encoded-arrays,"Array,Two Pointers","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk="
1999,Longer Contiguous Segments of Ones than Zeros,longer-contiguous-segments-of-ones-than-zeros,String,VG9waWNUYWdOb2RlOjEw
2000,Minimum Speed to Arrive on Time,minimum-speed-to-arrive-on-time,"Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx"
2001,Jump Game VII,jump-game-vii,"Two Pointers,String,Prefix Sum","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDY4"
2002,Stone Game VIII,stone-game-viii,"Array,Math,Dynamic Programming,Prefix Sum,Game Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDY4,VG9waWNUYWdOb2RlOjYxMDcz"
2024,Calculate Special Bonus,calculate-special-bonus,Database,VG9waWNUYWdOb2RlOjYxMDQz
2029,Minimize Product Sum of Two Arrays,minimize-product-sum-of-two-arrays,"Array,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5"
2030,Group Employees of the Same Salary,group-employees-of-the-same-salary,Database,VG9waWNUYWdOb2RlOjYxMDQz
1987,Substrings of Size Three with Distinct Characters,substrings-of-size-three-with-distinct-characters,"Hash Table,String,Sliding Window,Counting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDYy"
1988,Minimize Maximum Pair Sum in Array,minimize-maximum-pair-sum-in-array,"Array,Two Pointers,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5"
1990,Get Biggest Three Rhombus Sums in a Grid,get-biggest-three-rhombus-sums-in-a-grid,"Array,Math,Sorting,Heap (Priority Queue),Matrix,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDY4"
1989,Minimum XOR Sum of Two Arrays,minimum-xor-sum-of-two-arrays,"Array,Dynamic Programming,Bit Manipulation,Bitmask","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDc4"
2010,Check if Word Equals Summation of Two Words,check-if-word-equals-summation-of-two-words,String,VG9waWNUYWdOb2RlOjEw
2011,Maximum Value after Insertion,maximum-value-after-insertion,"String,Greedy","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3"
2012,Process Tasks Using Servers,process-tasks-using-servers,"Array,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUw"
2013,Minimum Skips to Arrive at Meeting On Time,minimum-skips-to-arrive-at-meeting-on-time,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
2031,Egg Drop With 2 Eggs and N Floors,egg-drop-with-2-eggs-and-n-floors,"Math,Dynamic Programming","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz"
2036,Count Pairs in Two Arrays,count-pairs-in-two-arrays,"Array,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5"
2015,Determine Whether Matrix Can Be Obtained By Rotation,determine-whether-matrix-can-be-obtained-by-rotation,"Array,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz"
2016,Reduction Operations to Make the Array Elements Equal,reduction-operations-to-make-the-array-elements-equal,"Array,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5"
2017,Minimum Number of Flips to Make the Binary String Alternating,minimum-number-of-flips-to-make-the-binary-string-alternating,"String,Greedy","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3"
2018,Minimum Space Wasted From Packaging,minimum-space-wasted-from-packaging,"Array,Binary Search,Sorting,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDY4"
2041,The Latest Login in 2020,the-latest-login-in-2020,Database,VG9waWNUYWdOb2RlOjYxMDQz
2045,Cutting Ribbons,cutting-ribbons,"Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx"
2046,Page Recommendations II,page-recommendations-ii,Database,VG9waWNUYWdOb2RlOjYxMDQz
2005,Check if All the Integers in a Range Are Covered,check-if-all-the-integers-in-a-range-are-covered,"Array,Hash Table,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDY4"
2006,Find the Student that Will Replace the Chalk,find-the-student-that-will-replace-the-chalk,"Array,Binary Search,Simulation,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDU1,VG9waWNUYWdOb2RlOjYxMDY4"
1311,Largest Magic Square,largest-magic-square,"Array,Matrix,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDY4"
2008,Minimum Cost to Change the Final Value of Expression,minimum-cost-to-change-the-final-value-of-expression,"Math,String,Dynamic Programming,Stack","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE1"
2025,Redistribute Characters to Make All Strings Equal,redistribute-characters-to-make-all-strings-equal,"Hash Table,String,Counting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy"
2027,Maximum Number of Removable Characters,maximum-number-of-removable-characters,"Array,String,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEx"
2026,Merge Triplets to Form Target Triplet,merge-triplets-to-form-target-triplet,"Array,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3"
2028,The Earliest and Latest Rounds Where Players Compete,the-earliest-and-latest-rounds-where-players-compete,"Dynamic Programming,Memoization","VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjMz"
2047,Find a Peak Element II,find-a-peak-element-ii,"Array,Binary Search,Divide and Conquer,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjYxMDUz"
2052,Depth of BST Given Insertion Order,depth-of-bst-given-insertion-order,"Tree,Binary Search Tree,Binary Tree,Ordered Set","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3,VG9waWNUYWdOb2RlOjYxMDcw"
2032,Largest Odd Number in String,largest-odd-number-in-string,"Math,String,Greedy","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3"
2033,The Number of Full Rounds You Have Played,the-number-of-full-rounds-you-have-played,"Math,String","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw"
2035,Count Sub Islands,count-sub-islands,"Array,Depth-First Search,Breadth-First Search,Union Find,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjYxMDUz"
2034,Minimum Absolute Difference Queries,minimum-absolute-difference-queries,"Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY="
2057,Count Salary Categories,count-salary-categories,Database,VG9waWNUYWdOb2RlOjYxMDQz
2062,Game of Nim,game-of-nim,"Array,Math,Dynamic Programming,Bit Manipulation,Brainteaser,Game Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjMy,VG9waWNUYWdOb2RlOjYxMDcz"
2020,Remove One Element to Make the Array Strictly Increasing,remove-one-element-to-make-the-array-strictly-increasing,Array,VG9waWNUYWdOb2RlOjU=
2021,Remove All Occurrences of a Substring,remove-all-occurrences-of-a-substring,String,VG9waWNUYWdOb2RlOjEw
2022,Maximum Alternating Subsequence Sum,maximum-alternating-subsequence-sum,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
2023,Design Movie Rental System,design-movie-rental-system,"Array,Hash Table,Design,Heap (Priority Queue),Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDcw"
2042,Maximum Product Difference Between Two Pairs,maximum-product-difference-between-two-pairs,"Array,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5"
2043,Cyclically Rotating a Grid,cyclically-rotating-a-grid,"Array,Matrix,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU1"
2044,Number of Wonderful Substrings,number-of-wonderful-substrings,"Hash Table,String,Bit Manipulation,Prefix Sum","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDY4"
1313,Count Ways to Build Rooms in an Ant Colony,count-ways-to-build-rooms-in-an-ant-colony,"Math,Dynamic Programming,Tree,Graph,Topological Sort,Combinatorics","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjI2,VG9waWNUYWdOb2RlOjYxMDU2"
2063,Leetcodify Friends Recommendations,leetcodify-friends-recommendations,Database,VG9waWNUYWdOb2RlOjYxMDQz
2069,Kth Smallest Subarray Sum,kth-smallest-subarray-sum,"Array,Binary Search,Sliding Window","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjU1ODIx"
2064,Leetcodify Similar Friends,leetcodify-similar-friends,Database,VG9waWNUYWdOb2RlOjYxMDQz
2048,Build Array from Permutation,build-array-from-permutation,"Array,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDU1"
2049,Eliminate Maximum Number of Monsters,eliminate-maximum-number-of-monsters,"Array,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5"
2050,Count Good Numbers,count-good-numbers,"Math,Recursion","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjMx"
2051,Longest Common Subpath,longest-common-subpath,"Array,Binary Search,Rolling Hash,Suffix Array,Hash Function","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjU2NTk4,VG9waWNUYWdOb2RlOjU2Njk4,VG9waWNUYWdOb2RlOjYxMDY1"
2074,Erect the Fence II,erect-the-fence-ii,"Array,Math,Geometry","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjM4"
2037,Count Square Sum Triples,count-square-sum-triples,"Math,Enumeration","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDY2"
2038,Nearest Exit from Entrance in Maze,nearest-exit-from-entrance-in-maze,"Array,Breadth-First Search,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUz"
2039,Sum Game,sum-game,"Math,Greedy,Game Theory","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDcz"
2040,Minimum Cost to Reach Destination in Time,minimum-cost-to-reach-destination-in-time,"Dynamic Programming,Graph","VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjI0"
2058,Concatenation of Array,concatenation-of-array,Array,VG9waWNUYWdOb2RlOjU=
2059,Unique Length-3 Palindromic Subsequences,unique-length-3-palindromic-subsequences,"Hash Table,String,Prefix Sum","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDY4"
2061,Painting a Grid With Three Different Colors,painting-a-grid-with-three-different-colors,Dynamic Programming,VG9waWNUYWdOb2RlOjEz
2060,Merge BSTs to Create Single BST,merge-bsts-to-create-single-bst,"Hash Table,Binary Search,Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3"
2070,Check if String Is Decomposable Into Value-Equal Substrings,check-if-string-is-decomposable-into-value-equal-substrings,String,VG9waWNUYWdOb2RlOjEw
2087,Confirmation Rate,confirmation-rate,Database,VG9waWNUYWdOb2RlOjYxMDQz
1264,Maximum Number of Words You Can Type,maximum-number-of-words-you-can-type,"Hash Table,String","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw"
2066,Add Minimum Number of Rungs,add-minimum-number-of-rungs,"Array,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3"
2067,Maximum Number of Points with Cost,maximum-number-of-points-with-cost,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
