Question Title,Question Slug,Question ID,Question Text,Topic Tagged text,Topic Tagged ID,Difficulty Level,Success Rate,total submission,total accepted,company tag,Likes,Dislikes,Hints,Similar Questions ID,Similar Questions Text
Recover Binary Search Tree,recover-binary-search-tree,99,"You are given the root of a binary search tree (BST), where the values of exactly two nodes of the tree were swapped by mistake. Recover the tree without changing its structure. ","Tree,Depth-First Search,Binary Search Tree,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3",Medium,56.4,981422,553713,,8265,268,,,
Same Tree,same-tree,100,"Given the roots of two binary trees p and q, write a function to check if they are the same or not. Two binary trees are considered the same if they are structurally identical, and the nodes have the same value. ","Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3",Easy,65.2,4373279,2851067,,12250,268,,,
Symmetric Tree,symmetric-tree,101,"Given the root of a binary tree, check whether it is a mirror of itself (i.e., symmetric around its center). ","Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3",Easy,59.3,4190117,2486020,,16171,419,,,
Binary Tree Level Order Traversal,binary-tree-level-order-traversal,102,"Given the root of a binary tree, return the level order traversal of its nodes' values. (i.e., from left to right, level by level). ","Tree,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3",Medium,70.7,4065536,2872693,,16257,350,Use a queue to perform BFS.,"103,107,111,314,637,764,1035,2558,2583","Binary Tree Zigzag Level Order Traversal,Binary Tree Level Order Traversal II,Minimum Depth of Binary Tree,Binary Tree Vertical Order Traversal,Average of Levels in Binary Tree,N-ary Tree Level Order Traversal,Cousins in Binary Tree,Minimum Number of Operations to Sort a Binary Tree by Level,Divide Nodes Into the Maximum Number of Groups"
Binary Tree Zigzag Level Order Traversal,binary-tree-zigzag-level-order-traversal,103,"Given the root of a binary tree, return the zigzag level order traversal of its nodes' values. (i.e., from left to right, then right to left for the next level and alternate between). ","Tree,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3",Medium,61.7,2440115,1506673,,11494,333,,"102,3708","Binary Tree Level Order Traversal,Zigzag Grid Traversal With Skip"
Maximum Depth of Binary Tree,maximum-depth-of-binary-tree,104,"Given the root of a binary tree, return its maximum depth. A binary tree's maximum depth is the number of nodes along the longest path from the root node down to the farthest leaf node. ","Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3",Easy,77.2,5244478,4047241,,13609,268,,"110,111,774,1492,2461,2545","Balanced Binary Tree,Minimum Depth of Binary Tree,Maximum Depth of N-ary Tree,Time Needed to Inform All Employees,Amount of Time for Binary Tree to Be Infected,Height of Binary Tree After Subtree Removal Queries"
Construct Binary Tree from Preorder and Inorder Traversal,construct-binary-tree-from-preorder-and-inorder-traversal,105,"Given two integer arrays preorder and inorder where preorder is the preorder traversal of a binary tree and inorder is the inorder traversal of the same tree, construct and return the binary tree. ","Array,Hash Table,Divide and Conquer,Tree,Binary Tree","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjYxMDU3",Medium,66.9,2375095,1588925,,15929,583,,106,Construct Binary Tree from Inorder and Postorder Traversal
Construct Binary Tree from Inorder and Postorder Traversal,construct-binary-tree-from-inorder-and-postorder-traversal,106,"Given two integer arrays inorder and postorder where inorder is the inorder traversal of a binary tree and postorder is the postorder traversal of the same tree, construct and return the binary tree. ","Array,Hash Table,Divide and Conquer,Tree,Binary Tree","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjYxMDU3",Medium,66.2,1231421,814790,,8421,145,,105,Construct Binary Tree from Preorder and Inorder Traversal
Binary Tree Level Order Traversal II,binary-tree-level-order-traversal-ii,107,"Given the root of a binary tree, return the bottom-up level order traversal of its nodes' values. (i.e., from left to right, level by level from leaf to root). ","Tree,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3",Medium,66.1,1122540,741589,,5025,329,,"102,637","Binary Tree Level Order Traversal,Average of Levels in Binary Tree"
Convert Sorted Array to Binary Search Tree,convert-sorted-array-to-binary-search-tree,108,"Given an integer array nums where the elements are sorted in ascending order, convert it to a height-balanced binary search tree. ","Array,Divide and Conquer,Tree,Binary Search Tree,Binary Tree","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3",Easy,74.1,2016927,1494855,,11493,607,,109,Convert Sorted List to Binary Search Tree
Convert Sorted List to Binary Search Tree,convert-sorted-list-to-binary-search-tree,109,"Given the head of a singly linked list where elements are sorted in ascending order, convert it to a height-balanced binary search tree. ","Linked List,Divide and Conquer,Tree,Binary Search Tree,Binary Tree","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3",Medium,64.5,947462,611251,,7694,167,,"108,2306","Convert Sorted Array to Binary Search Tree,Create Binary Tree From Descriptions"
Balanced Binary Tree,balanced-binary-tree,110,"Given a binary tree, determine if it is height-balanced. ","Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Easy,55.4,3565734,1975870,,11426,773,,"104,3509,3636","Maximum Depth of Binary Tree,K-th Largest Perfect Subtree Size in Binary Tree,Check Balanced String"
Minimum Depth of Binary Tree,minimum-depth-of-binary-tree,111,"Given a binary tree, find its minimum depth. The minimum depth is the number of nodes along the shortest path from the root node down to the nearest leaf node. Note: A leaf is a node with no children. ","Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3",Easy,50.7,2859882,1450795,,7583,1343,,"102,104","Binary Tree Level Order Traversal,Maximum Depth of Binary Tree"
Path Sum,path-sum,112,"Given the root of a binary tree and an integer targetSum, return true if the tree has a root-to-leaf path such that adding up all the values along the path equals targetSum. A leaf is a node with no children. ","Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3",Easy,53.1,3467902,1840169,,10245,1182,,"113,124,129,437,666","Path Sum II,Binary Tree Maximum Path Sum,Sum Root to Leaf Numbers,Path Sum III,Path Sum IV"
Path Sum II,path-sum-ii,113,"Given the root of a binary tree and an integer targetSum, return all root-to-leaf paths where the sum of the node values in the path equals targetSum. Each path should be returned as a list of the node values, not node references. A root-to-leaf path is a path starting from the root and ending at any leaf node. A leaf is a node with no children. ","Backtracking,Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Medium,60.5,1697732,1027829,,8334,164,,"112,257,437,666,2217","Path Sum,Binary Tree Paths,Path Sum III,Path Sum IV,Step-By-Step Directions From a Binary Tree Node to Another"
Flatten Binary Tree to Linked List,flatten-binary-tree-to-linked-list,114,"Given the root of a binary tree, flatten the tree into a ""linked list"": ","Linked List,Stack,Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Medium,68.6,1754535,1203375,,13033,584,"If you notice carefully in the flattened tree, each node's right child points to the next node of a pre-order traversal.","766,1796","Flatten a Multilevel Doubly Linked List,Correct a Binary Tree"
Distinct Subsequences,distinct-subsequences,115,"Given two strings s and t, return the number of distinct subsequences of s which equals t. The test cases are generated so that the answer fits on a 32-bit signed integer. ","String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz",Hard,50.2,1107656,555592,,7041,312,,2115,Number of Unique Good Subsequences
Populating Next Right Pointers in Each Node,populating-next-right-pointers-in-each-node,116,"You are given a perfect binary tree where all leaves are on the same level, and every parent has two children. The binary tree has the following definition: Populate each next pointer to point to its next right node. If there is no next right node, the next pointer should be set to NULL. Initially, all next pointers are set to NULL. ","Linked List,Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3",Medium,65.5,1851752,1212763,,10136,317,,"117,199,2597","Populating Next Right Pointers in Each Node II,Binary Tree Right Side View,Cycle Length Queries in a Tree"
Populating Next Right Pointers in Each Node II,populating-next-right-pointers-in-each-node-ii,117,"Given a binary tree Populate each next pointer to point to its next right node. If there is no next right node, the next pointer should be set to NULL. Initially, all next pointers are set to NULL. ","Linked List,Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3",Medium,55.6,1360653,756838,,6061,336,,116,Populating Next Right Pointers in Each Node
Pascal's Triangle,pascals-triangle,118,"Given an integer numRows, return the first numRows of Pascal's triangle. In Pascal's triangle, each number is the sum of the two numbers directly above it as shown: ","Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz",Easy,77.1,2799927,2157654,,13857,516,,"119,3774","Pascal's Triangle II,Check If Digits Are Equal in String After Operations II"
Pascal's Triangle II,pascals-triangle-ii,119,"Given an integer rowIndex, return the rowIndexth (0-indexed) row of the Pascal's triangle. In Pascal's triangle, each number is the sum of the two numbers directly above it as shown: ","Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz",Easy,66.0,1610578,1062782,,5065,359,,"118,2324","Pascal's Triangle,Find Triangular Sum of an Array"
Triangle,triangle,120,"Given a triangle array, return the minimum path sum from top to bottom. For each step, you may move to an adjacent number of the row below. More formally, if you are on index i on the current row, you may move to either index i or index i + 1 on the next row. ","Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz",Medium,59.4,1692468,1004656,,10063,579,,,
Best Time to Buy and Sell Stock,best-time-to-buy-and-sell-stock,121,"You are given an array prices where prices[i] is the price of a given stock on the ith day. You want to maximize your profit by choosing a single day to buy one stock and choosing a different day in the future to sell that stock. Return the maximum profit you can achieve from this transaction. If you cannot achieve any profit, return 0. ","Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz",Easy,55.3,11764138,6505347,,33420,1291,,"53,122,123,188,309,2138,2144,2426,3892","Maximum Subarray,Best Time to Buy and Sell Stock II,Best Time to Buy and Sell Stock III,Best Time to Buy and Sell Stock IV,Best Time to Buy and Sell Stock with Cooldown,Sum of Beauty in the Array,Maximum Difference Between Increasing Elements,Maximum Profit From Trading Stocks,Best Time to Buy and Sell Stock V"
Best Time to Buy and Sell Stock II,best-time-to-buy-and-sell-stock-ii,122,"You are given an integer array prices where prices[i] is the price of a given stock on the ith day. On each day, you may decide to buy and/or sell the stock. You can only hold at most one share of the stock at any time. However, you can buy it then immediately sell it on the same day. Find and return the maximum profit you can achieve. ","Array,Dynamic Programming,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE3",Medium,69.6,3685770,2563514,,14577,2769,,"121,123,188,309,714,2426","Best Time to Buy and Sell Stock,Best Time to Buy and Sell Stock III,Best Time to Buy and Sell Stock IV,Best Time to Buy and Sell Stock with Cooldown,Best Time to Buy and Sell Stock with Transaction Fee,Maximum Profit From Trading Stocks"
Best Time to Buy and Sell Stock III,best-time-to-buy-and-sell-stock-iii,123,"You are given an array prices where prices[i] is the price of a given stock on the ith day. Find the maximum profit you can achieve. You may complete at most two transactions. Note: You may not engage in multiple transactions simultaneously (i.e., you must sell the stock before you buy again). ","Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz",Hard,51.2,1555592,796721,,10193,209,,"121,122,188,689,2426,2673","Best Time to Buy and Sell Stock,Best Time to Buy and Sell Stock II,Best Time to Buy and Sell Stock IV,Maximum Sum of 3 Non-Overlapping Subarrays,Maximum Profit From Trading Stocks,Maximize Win From Two Segments"
Binary Tree Maximum Path Sum,binary-tree-maximum-path-sum,124,"A path in a binary tree is a sequence of nodes where each pair of adjacent nodes in the sequence has an edge connecting them. A node can only appear in the sequence at most once. Note that the path does not need to pass through the root. The path sum of a path is the sum of the node's values in the path. Given the root of a binary tree, return the maximum path sum of any non-empty path. ","Dynamic Programming,Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Hard,41.3,3895146,1606781,,17648,768,,"112,129,666,687,1492,2627","Path Sum,Sum Root to Leaf Numbers,Path Sum IV,Longest Univalue Path,Time Needed to Inform All Employees,Difference Between Maximum and Minimum Price Sum"
Valid Palindrome,valid-palindrome,125,"A phrase is a palindrome if, after converting all uppercase letters into lowercase letters and removing all non-alphanumeric characters, it reads the same forward and backward. Alphanumeric characters include letters and numbers. Given a string s, return true if it is a palindrome, or false otherwise. ","Two Pointers,String","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw",Easy,51.0,8460937,4317386,,10445,8551,,"234,680,2130,2231,2468,3317","Palindrome Linked List,Valid Palindrome II,Maximum Product of the Length of Two Palindromic Subsequences,Find First Palindromic String in the Array,Valid Palindrome IV,Maximum Palindromes After Operations"
Word Ladder II,word-ladder-ii,126,"A transformation sequence from word beginWord to word endWord using a dictionary wordList is a sequence of words beginWord -> s1 -> s2 -> ... -> sk such that: Given two words, beginWord and endWord, and a dictionary wordList, return all the shortest transformation sequences from beginWord to endWord, or an empty list if no such sequence exists. Each sequence should be returned as a list of the words [beginWord, s1, s2, ..., sk]. ","Hash Table,String,Backtracking,Breadth-First Search","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjIy",Hard,27.2,1526718,414546,,6296,812,,"127,2276","Word Ladder,Groups of Strings"
Word Ladder,word-ladder,127,"A transformation sequence from word beginWord to word endWord using a dictionary wordList is a sequence of words beginWord -> s1 -> s2 -> ... -> sk such that: Given two words, beginWord and endWord, and a dictionary wordList, return the number of words in the shortest transformation sequence from beginWord to endWord, or 0 if no such sequence exists. ","Hash Table,String,Breadth-First Search","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjIy",Hard,42.9,3202776,1373975,,12830,1929,,"126,433,2550","Word Ladder II,Minimum Genetic Mutation,Words Within Two Edits of Dictionary"
Longest Consecutive Sequence,longest-consecutive-sequence,128,"Given an unsorted array of integers nums, return the length of the longest consecutive elements sequence. You must write an algorithm that runs in O(n) time. ","Array,Hash Table,Union Find","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjIz",Medium,47.0,5547418,2609166,,21540,1162,,"298,2278,2355,2492,3299","Binary Tree Longest Consecutive Sequence,Find Three Consecutive Integers That Sum to a Given Number,Maximum Consecutive Floors Without Special Floors,Length of the Longest Alphabetical Continuous Substring,Find the Maximum Number of Elements in Subset"
Sum Root to Leaf Numbers,sum-root-to-leaf-numbers,129,You are given the root of a binary tree containing digits from 0 to 9 only. Each root-to-leaf path in the tree represents a number. Return the total sum of all root-to-leaf numbers. Test cases are generated so that the answer will fit in a 32-bit integer. A leaf node is a node with no children. ,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Medium,68.6,1636502,1122159,,8420,149,,"112,124,1030","Path Sum,Binary Tree Maximum Path Sum,Smallest String Starting From Leaf"
Surrounded Regions,surrounded-regions,130,"You are given an m x n matrix board containing letters 'X' and 'O', capture regions that are surrounded: To capture a surrounded region, replace all 'O's with 'X's in-place within the original board. You do not need to return anything. ","Array,Depth-First Search,Breadth-First Search,Union Find,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjYxMDUz",Medium,43.0,2266858,973728,,9296,2099,,"200,286","Number of Islands,Walls and Gates"
Palindrome Partitioning,palindrome-partitioning,131,"Given a string s, partition s such that every substring of the partition is a palindrome. Return all possible palindrome partitioning of s. ","String,Dynamic Programming,Backtracking","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0",Medium,72.2,1570310,1133737,,13624,547,,"132,1871,2559","Palindrome Partitioning II,Palindrome Partitioning IV,Maximum Number of Non-overlapping Palindrome Substrings"
Palindrome Partitioning II,palindrome-partitioning-ii,132,"Given a string s, partition s such that every substring of the partition is a palindrome. Return the minimum cuts needed for a palindrome partitioning of s. ","String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz",Hard,35.3,976028,344741,,5694,149,,"131,1871,2559,2601","Palindrome Partitioning,Palindrome Partitioning IV,Maximum Number of Non-overlapping Palindrome Substrings,Number of Great Partitions"
Clone Graph,clone-graph,133,"Given a reference of a node in a connected undirected graph. Return a deep copy (clone) of the graph. Each node in the graph contains a value (int) and a list (List[Node]) of its neighbors.  Test case format: For simplicity, each node's value is the same as the node's index (1-indexed). For example, the first node with val == 1, the second node with val == 2, and so on. The graph is represented in the test case using an adjacency list. An adjacency list is a collection of unordered lists used to represent a finite graph. Each list describes the set of neighbors of a node in the graph. The given node will always be the first node with val = 1. You must return the copy of the given node as a reference to the cloned graph. ","Hash Table,Depth-First Search,Breadth-First Search,Graph","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0",Medium,62.5,2586595,1616200,,10088,4062,,"138,1624,1634","Copy List with Random Pointer,Clone Binary Tree With Random Pointer,Clone N-ary Tree"
Gas Station,gas-station,134,"There are n gas stations along a circular route, where the amount of gas at the ith station is gas[i]. You have a car with an unlimited gas tank and it costs cost[i] of gas to travel from the ith station to its next (i + 1)th station. You begin the journey with an empty tank at one of the gas stations. Given two integer arrays gas and cost, return the starting gas station's index if you can travel around the circuit once in the clockwise direction, otherwise return -1. If there exists a solution, it is guaranteed to be unique. ","Array,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3",Medium,46.4,2406205,1116994,,12789,1306,,1346,Maximize the Topmost Element After K Moves
Candy,candy,135,There are n children standing in a line. Each child is assigned a rating value given in the integer array ratings. You are giving candies to these children subjected to the following requirements: Return the minimum number of candies you need to have to distribute the candies to the children. ,"Array,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3",Hard,46.8,1837768,859337,,8829,801,,"2506,3404,3415","Minimize Maximum Value in a Grid,Minimum Number of Operations to Satisfy Conditions,Check if Grid Satisfies Conditions"
Single Number,single-number,136,"Given a non-empty array of integers nums, every element appears twice except for one. Find that single one. You must implement a solution with a linear runtime complexity and use only constant extra space. ","Array,Bit Manipulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE5",Easy,76.0,4934665,3751426,,17663,814,Think about the XOR (^) operator's property.,"137,260,268,287,389,3428","Single Number II,Single Number III,Missing Number,Find the Duplicate Number,Find the Difference,Find the XOR of Numbers Which Appear Twice"
Single Number II,single-number-ii,137,"Given an integer array nums where every element appears three times except for one, which appears exactly once. Find the single element and return it. You must implement a solution with a linear runtime complexity and use only constant extra space. ","Array,Bit Manipulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE5",Medium,65.3,1144719,747352,,8336,723,,"136,260,3428","Single Number,Single Number III,Find the XOR of Numbers Which Appear Twice"
Copy List with Random Pointer,copy-list-with-random-pointer,138,"A linked list of length n is given such that each node contains an additional random pointer, which could point to any node in the list, or null. Construct a deep copy of the list. The deep copy should consist of exactly n brand new nodes, where each new node has its value set to the value of its corresponding original node. Both the next and random pointer of the new nodes should point to new nodes in the copied list such that the pointers in the original list and copied list represent the same list state. None of the pointers in the new list should point to nodes in the original list. For example, if there are two nodes X and Y in the original list, where X.random --> Y, then for the corresponding two nodes x and y in the copied list, x.random --> y. Return the head of the copied linked list. The linked list is represented in the input/output as a list of n nodes. Each node is represented as a pair of [val, random_index] where: Your code will only be given the head of the original linked list. ","Hash Table,Linked List","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjc=",Medium,60.6,2700447,1636770,,14815,1601,"Just iterate the linked list and create copies of the nodes on the go. Since a node can be referenced from multiple nodes due to the random pointers, ensure you are not making multiple copies of the same node. You may want to use extra space to keep old_node ---> new_node mapping to prevent creating multiple copies of the same node. We can avoid using extra space for old_node ---> new_node mapping by tweaking the original linked list. Simply interweave the nodes of the old and copied list. For example:
Old List: A --> B --> C --> D
InterWeaved List: A --> A' --> B --> B' --> C --> C' --> D --> D' The interweaving is done using next pointers and we can make use of interweaved structure to get the correct reference nodes for random pointers.","133,1624,1634","Clone Graph,Clone Binary Tree With Random Pointer,Clone N-ary Tree"
Word Break,word-break,139,"Given a string s and a dictionary of strings wordDict, return true if s can be segmented into a space-separated sequence of one or more dictionary words. Note that the same word in the dictionary may be reused multiple times in the segmentation. ","Array,Hash Table,String,Dynamic Programming,Trie,Memoization","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjI3,VG9waWNUYWdOb2RlOjMz",Medium,48.3,4313103,2083299,,18025,863,,"140,2755","Word Break II,Extra Characters in a String"
Word Break II,word-break-ii,140,"Given a string s and a dictionary of strings wordDict, add spaces in s to construct a sentence where each word is a valid dictionary word. Return all such possible sentences in any order. Note that the same word in the dictionary may be reused multiple times in the segmentation. ","Array,Hash Table,String,Dynamic Programming,Backtracking,Trie,Memoization","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjI3,VG9waWNUYWdOb2RlOjMz",Hard,53.7,1399969,751615,,7401,541,,"139,472","Word Break,Concatenated Words"
Linked List Cycle,linked-list-cycle,141,"Given head, the head of a linked list, determine if the linked list has a cycle in it. There is a cycle in a linked list if there is some node in the list that can be reached again by continuously following the next pointer. Internally, pos is used to denote the index of the node that tail's next pointer is connected to. Note that pos is not passed as a parameter. Return true if there is a cycle in the linked list. Otherwise, return false. ","Hash Table,Linked List,Two Pointers","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjk=",Easy,52.6,7620699,4010157,,16554,1508,,"142,202","Linked List Cycle II,Happy Number"
Linked List Cycle II,linked-list-cycle-ii,142,"Given the head of a linked list, return the node where the cycle begins. If there is no cycle, return null. There is a cycle in a linked list if there is some node in the list that can be reached again by continuously following the next pointer. Internally, pos is used to denote the index of the node that tail's next pointer is connected to (0-indexed). It is -1 if there is no cycle. Note that pos is not passed as a parameter. Do not modify the linked list. ","Hash Table,Linked List,Two Pointers","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjk=",Medium,55.0,3026868,1665646,,14395,1029,,"141,287","Linked List Cycle,Find the Duplicate Number"
Reorder List,reorder-list,143,You are given the head of a singly linked-list. The list can be represented as: Reorder the list to be on the following form: You may not modify the values in the list's nodes. Only nodes themselves may be changed. ,"Linked List,Two Pointers,Stack,Recursion","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjMx",Medium,62.6,2021290,1265105,,11830,461,,"2216,2599","Delete the Middle Node of a Linked List,Take K of Each Character From Left and Right"
Binary Tree Preorder Traversal,binary-tree-preorder-traversal,144,"Given the root of a binary tree, return the preorder traversal of its nodes' values. ","Stack,Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Easy,73.3,2814795,2063737,,8459,225,,"94,255,775,2646","Binary Tree Inorder Traversal,Verify Preorder Sequence in Binary Search Tree,N-ary Tree Preorder Traversal,Kth Largest Sum in a Binary Tree"
Binary Tree Postorder Traversal,binary-tree-postorder-traversal,145,"Given the root of a binary tree, return the postorder traversal of its nodes' values. ","Stack,Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Easy,75.8,2186524,1657984,,7444,217,,"94,776,2568","Binary Tree Inorder Traversal,N-ary Tree Postorder Traversal,Minimum Fuel Cost to Report to the Capital"
LRU Cache,lru-cache,146,Design a data structure that follows the constraints of a Least Recently Used (LRU) cache. Implement the LRUCache class: The functions get and put must each run in O(1) average time complexity. ,"Hash Table,Linked List,Design,Doubly-Linked List","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDU4",Medium,45.3,4737558,2144895,,21959,1141,,"460,588,604,1903","LFU Cache,Design In-Memory File System,Design Compressed String Iterator,Design Most Recently Used Queue"
Insertion Sort List,insertion-sort-list,147,"Given the head of a singly linked list, sort the list using insertion sort, and return the sorted list's head. The steps of the insertion sort algorithm: The following is a graphical example of the insertion sort algorithm. The partially sorted list (black) initially contains only the first element in the list. One element (red) is removed from the input data and inserted in-place into the sorted list with each iteration. ","Linked List,Sorting","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjYxMDQ5",Medium,56.5,762269,430787,,3268,874,,"148,850","Sort List,Insert into a Sorted Circular Linked List"
