Question Title,Question Slug,Question ID,Question Text,Topic Tagged text,Topic Tagged ID,Difficulty Level,Success Rate,total submission,total accepted,company tag,Likes,Dislikes,Hints,Similar Questions ID,Similar Questions Text
Design Linked List,design-linked-list,838,"Design your implementation of the linked list. You can choose to use a singly or doubly linked list.
A node in a singly linked list should have two attributes: val and next. val is the value of the current node, and next is a pointer/reference to the next node.
If you want to use the doubly linked list, you will need one more attribute prev to indicate the previous node in the linked list. Assume all nodes in the linked list are 0-indexed. Implement the MyLinkedList class: ","Linked List,Design","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjI1",Medium,29.1,1428232,415527,,2860,1656,,1337,Design Skiplist
Insert into a Sorted Circular Linked List,insert-into-a-sorted-circular-linked-list,850,,Linked List,VG9waWNUYWdOb2RlOjc=,Medium,38.1,600362,228987,,1317,798,,147,Insertion Sort List
To Lower Case,to-lower-case,742,"Given a string s, return the string after replacing every uppercase letter with the same lowercase letter. ",String,VG9waWNUYWdOb2RlOjEw,Easy,84.2,744868,627085,,1939,2790,"Most languages support lowercase conversion for a string data type. However, that is certainly not the purpose of the problem. Think about how the implementation of the lowercase function call can be done easily. Think ASCII! Think about the different capital letters and their ASCII codes and how that relates to their lowercase counterparts. Does there seem to be any pattern there? Any mathematical relationship that we can use?",2235,Capitalize the Title
Random Pick with Blacklist,random-pick-with-blacklist,894,"You are given an integer n and an array of unique integers blacklist. Design an algorithm to pick a random integer in the range [0, n - 1] that is not in blacklist. Any integer that is in the mentioned range and not in blacklist should be equally likely to be returned. Optimize your algorithm such that it minimizes the number of calls to the built-in random function of your language. Implement the Solution class: ","Array,Hash Table,Math,Binary Search,Sorting,Randomized","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDc1",Hard,33.9,141457,47952,,887,121,,"398,912,2107","Random Pick Index,Random Pick with Weight,Find Unique Binary String"
Number of Distinct Islands II,number-of-distinct-islands-ii,711,,"Hash Table,Depth-First Search,Breadth-First Search,Union Find,Hash Function","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjYxMDY1",Hard,54.9,24444,13412,,272,283,,694,Number of Distinct Islands
Minimum ASCII Delete Sum for Two Strings,minimum-ascii-delete-sum-for-two-strings,712,"Given two strings s1 and s2, return the lowest ASCII sum of deleted characters to make two strings equal. ","String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz",Medium,65.7,250861,164927,,4073,109,"Let dp(i, j) be the answer for inputs s1[i:] and s2[j:].","72,300,583","Edit Distance,Longest Increasing Subsequence,Delete Operation for Two Strings"
Subarray Product Less Than K,subarray-product-less-than-k,713,"Given an array of integers nums and an integer k, return the number of contiguous subarrays where the product of all the elements in the subarray is strictly less than k. ","Array,Binary Search,Sliding Window,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDY4",Medium,52.9,952048,503513,,7180,228,"For each j, let opt(j) be the smallest i so that nums[i] * nums[i+1] * ... * nums[j] is less than k.  opt is an increasing function.","152,325,560,1083,2233,2394","Maximum Product Subarray,Maximum Size Subarray Sum Equals k,Subarray Sum Equals K,Two Sum Less Than K,Number of Smooth Descent Periods of a Stock,Count Subarrays With Score Less Than K"
Best Time to Buy and Sell Stock with Transaction Fee,best-time-to-buy-and-sell-stock-with-transaction-fee,714,"You are given an array prices where prices[i] is the price of a given stock on the ith day, and an integer fee representing a transaction fee. Find the maximum profit you can achieve. You may complete as many transactions as you like, but you need to pay the transaction fee for each transaction. Note: ","Array,Dynamic Programming,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE3",Medium,70.6,690989,487584,,7433,226,"Consider the first K stock prices.  At the end, the only legal states are that you don't own a share of stock, or that you do.  Calculate the most profit you could have under each of these two cases.",122,Best Time to Buy and Sell Stock II
Range Module,range-module,715,"A Range Module is a module that tracks ranges of numbers. Design a data structure to track the ranges represented as half-open intervals and query about them. A half-open interval [left, right) denotes all the real numbers x where left <= x < right. Implement the RangeModule class: ","Design,Segment Tree,Ordered Set","VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjYxMDcw",Hard,44.2,192914,85280,,1563,132,Maintain a sorted set of disjoint intervals.  addRange and removeRange can be performed with time complexity linear to the size of this set; queryRange can be performed with time complexity logarithmic to the size of this set.,"56,57,352","Merge Intervals,Insert Interval,Data Stream as Disjoint Intervals"
Max Stack,max-stack,716,,"Linked List,Stack,Design,Doubly-Linked List,Ordered Set","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDU4,VG9waWNUYWdOb2RlOjYxMDcw",Hard,45.5,377884,172079,,1994,512,,155,Min Stack
1-bit and 2-bit Characters,1-bit-and-2-bit-characters,717,"We have two special characters: Given a binary array bits that ends with 0, return true if the last character must be a one-bit character. ",Array,VG9waWNUYWdOb2RlOjU=,Easy,45.1,339266,153165,,903,2158,"Keep track of where the next character starts.  At the end, you want to know if you started on the last bit.",89,Gray Code
Maximum Length of Repeated Subarray,maximum-length-of-repeated-subarray,718,"Given two integer arrays nums1 and nums2, return the maximum length of a subarray that appears in both arrays. ","Array,Binary Search,Dynamic Programming,Sliding Window,Rolling Hash,Hash Function","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjU2NTk4,VG9waWNUYWdOb2RlOjYxMDY1",Medium,51.0,660253,336854,,6953,177,"Use dynamic programming.  dp[i][j] will be the longest common prefix of A[i:] and B[j:]. The answer is max(dp[i][j]) over all i, j.","209,2051,3452,3456","Minimum Size Subarray Sum,Longest Common Subpath,Find the Maximum Length of a Good Subsequence II,Find the Maximum Length of a Good Subsequence I"
Find K-th Smallest Pair Distance,find-k-th-smallest-pair-distance,719,"The distance of a pair of integers a and b is defined as the absolute difference between a and b. Given an integer array nums and an integer k, return the kth smallest distance among all the pairs nums[i] and nums[j] where 0 <= i < j < nums.length. ","Array,Two Pointers,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5",Hard,45.8,432860,198314,,3840,121,Binary search for the answer.  How can you check how many pairs have distance <= X?,"373,378,658,668,802,3362,3485","Find K Pairs with Smallest Sums,Kth Smallest Element in a Sorted Matrix,Find K Closest Elements,Kth Smallest Number in Multiplication Table,K-th Smallest Prime Fraction,Find the Median of the Uniqueness Array,Maximize Score of Numbers in Ranges"
Longest Word in Dictionary,longest-word-in-dictionary,720,"Given an array of strings words representing an English Dictionary, return the longest word in words that can be built one character at a time by other words in words. If there is more than one possible answer, return the longest word with the smallest lexicographical order. If there is no answer, return the empty string. Note that the word should be built from left to right with each additional character being added to the end of a previous word. ","Array,Hash Table,String,Trie,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI3,VG9waWNUYWdOb2RlOjYxMDQ5",Medium,53.5,323910,173249,,2029,1503,"For every word in the input list, we can check whether all prefixes of that word are in the input list by using a Set.","524,676,2009","Longest Word in Dictionary through Deleting,Implement Magic Dictionary,Longest Word With All Prefixes"
Accounts Merge,accounts-merge,721,"Given a list of accounts where each element accounts[i] is a list of strings, where the first element accounts[i][0] is a name, and the rest of the elements are emails representing emails of the account. Now, we would like to merge these accounts. Two accounts definitely belong to the same person if there is some common email to both accounts. Note that even if two accounts have the same name, they may belong to different people as people could have the same name. A person can have any number of accounts initially, but all of their accounts definitely have the same name. After merging the accounts, return the accounts in the following format: the first element of each account is the name, and the rest of the elements are emails in sorted order. The accounts themselves can be returned in any order. ","Array,Hash Table,String,Depth-First Search,Breadth-First Search,Union Find,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjYxMDQ5",Medium,59.6,886312,528599,,7278,1255,"For every pair of emails in the same account, draw an edge between those emails.  The problem is about enumerating the connected components of this graph.","684,734,737","Redundant Connection,Sentence Similarity,Sentence Similarity II"
Remove Comments,remove-comments,722,"Given a C++ program, remove comments from it. The program source is an array of strings source where source[i] is the ith line of the source code. This represents the result of splitting the original source code string by the newline character '\n'. In C++, there are two types of comments, line comments, and block comments. The first effective comment takes precedence over others. If a certain line of code is empty after removing comments, you must not output that line: each string in the answer list will be non-empty. There will be no control characters, single quote, or double quote characters. Also, nothing else such as defines or macros will interfere with the comments. It is guaranteed that every open block comment will eventually be closed, so ""/*"" outside of a line or block comment always starts a new comment. Finally, implicit newline characters can be deleted by block comments. Please see the examples below for details. After removing the comments from the source code, return the source code in the same format. ","Array,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw",Medium,39.4,203129,80072,,741,1838,"Carefully parse each line according to the following rules:

* If we start a block comment and we aren't in a block, then we will skip over the next two characters and change our state to be in a block.

* If we end a block comment and we are in a block, then we will skip over the next two characters and change our state to be *not* in a block.

* If we start a line comment and we aren't in a block, then we will ignore the rest of the line.

* If we aren't in a block comment (and it wasn't the start of a comment), we will record the character we are at.

* At the end of each line, if we aren't in a block, we will record the line.","385,439","Mini Parser,Ternary Expression Parser"
Candy Crush,candy-crush,723,,"Array,Two Pointers,Matrix,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU1",Medium,77.3,103541,80060,,1039,538,"Carefully perform the ""crush"" and ""gravity"" steps.  In the crush step, flag each candy that should be removed, then go through and crush each flagged candy.  In the gravity step, collect the candy in each column and then rewrite the column appropriately.  Do these steps repeatedly until there's no work left to do.",,
Find Pivot Index,find-pivot-index,724,"Given an array of integers nums, calculate the pivot index of this array. The pivot index is the index where the sum of all the numbers strictly to the left of the index is equal to the sum of all the numbers strictly to the index's right. If the index is on the left edge of the array, then the left sum is 0 because there are no elements to the left. This also applies to the right edge of the array. Return the leftmost pivot index. If no such index exists, return -1. ","Array,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDY4",Easy,60.6,2332993,1414144,,8815,897,"Create an array sumLeft where sumLeft[i] is the sum of all the numbers to the left of index i. Create an array sumRight where sumRight[i] is the sum of all the numbers to the right of index i. For each index i, check if sumLeft[i] equals sumRight[i]. If so, return i. If no such i is found, return -1.","560,2102,2358,2369,2714","Subarray Sum Equals K,Find the Middle Index in Array,Number of Ways to Split Array,Maximum Sum Score of Array,Left and Right Sum Differences"
Split Linked List in Parts,split-linked-list-in-parts,725,"Given the head of a singly linked list and an integer k, split the linked list into k consecutive linked list parts. The length of each part should be as equal as possible: no two parts should have a size differing by more than one. This may lead to some parts being null. The parts should be in the order of occurrence in the input list, and parts occurring earlier should always have a size greater than or equal to parts occurring later. Return an array of the k parts. ",Linked List,VG9waWNUYWdOb2RlOjc=,Medium,70.2,476536,334571,,4574,370,"If there are N nodes in the list, and k parts, then every part has N/k elements, except the first N%k parts have an extra one.","61,328,2835","Rotate List,Odd Even Linked List,Split a Circular Linked List"
Number of Atoms,number-of-atoms,726,"Given a string formula representing a chemical formula, return the count of each atom. The atomic element always starts with an uppercase character, then zero or more lowercase letters, representing the name. One or more digits representing that element's count may follow if the count is greater than 1. If the count is 1, no digits will follow. Two formulas are concatenated together to produce another formula. A formula placed in parentheses, and a count (optionally added) is also a formula. Return the count of all elements as a string in the following form: the first name (in sorted order), followed by its count (if that count is more than 1), followed by the second name (in sorted order), followed by its count (if that count is more than 1), and so on. The test cases are generated so that all the values in the output fit in a 32-bit integer. ","Hash Table,String,Stack,Sorting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjYxMDQ5",Hard,65.0,238765,155181,,1934,408,"To parse formula[i:], when we see a `'('`, we will parse recursively whatever is inside the brackets (up to the correct closing ending bracket) and add it to our count, multiplying by the following multiplicity if there is one.

Otherwise, we should see an uppercase character: we will parse the rest of the letters to get the name, and add that (plus the multiplicity if there is one.)","394,471,736","Decode String,Encode String with Shortest Length,Parse Lisp Expression"
Minimum Window Subsequence,minimum-window-subsequence,727,,"String,Dynamic Programming,Sliding Window","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjU1ODIx",Hard,43.6,221367,96541,,1472,94,Let dp[j][e] = s be the largest index for which S[s:e+1] has T[:j] as a substring.,"76,674","Minimum Window Substring,Longest Continuous Increasing Subsequence"
Self Dividing Numbers,self-dividing-numbers,728,"A self-dividing number is a number that is divisible by every digit it contains. A self-dividing number is not allowed to contain the digit zero. Given two integers left and right, return a list of all the self-dividing numbers in the range [left, right] (both inclusive). ",Math,VG9waWNUYWdOb2RlOjg=,Easy,79.6,355383,283029,,1834,384,"For each number in the range, check whether it is self dividing by converting that number to a character array (or string in Python), then checking that each digit is nonzero and divides the original number.","507,2377,2608","Perfect Number,Check if Number Has Equal Digit Count and Digit Value,Count the Digits That Divide a Number"
My Calendar I,my-calendar-i,729,"You are implementing a program to use as your calendar. We can add a new event if adding the event will not cause a double booking. A double booking happens when two events have some non-empty intersection (i.e., some moment is common to both events.). The event can be represented as a pair of integers startTime and endTime that represents a booking on the half-open interval [startTime, endTime), the range of real numbers x such that startTime <= x < endTime. Implement the MyCalendar class: ","Array,Binary Search,Design,Segment Tree,Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjYxMDcw",Medium,58.2,737389,428844,,4736,130,"Store the events as a sorted list of intervals.  If none of the events conflict, then the new event can be added.","731,732,2536","My Calendar II,My Calendar III,Determine if Two Events Have Conflict"
Count Different Palindromic Subsequences,count-different-palindromic-subsequences,730,"Given a string s, return the number of different non-empty palindromic subsequences in s. Since the answer may be very large, return it modulo 109 + 7. A subsequence of a string is obtained by deleting zero or more characters from the string. A sequence is palindromic if it is equal to the sequence reversed. Two sequences a1, a2, ... and b1, b2, ... are different if there is some i for which ai != bi. ","String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz",Hard,46.4,89820,41697,,1971,102,"Let dp(i, j) be the answer for the string T = S[i:j+1] including the empty sequence. The answer is the number of unique characters in T, plus palindromes of the form ""a_a"", ""b_b"", ""c_c"", and ""d_d"", where ""_"" represents zero or more characters.","516,2577","Longest Palindromic Subsequence,Count Palindromic Subsequences"
My Calendar II,my-calendar-ii,731,"You are implementing a program to use as your calendar. We can add a new event if adding the event will not cause a triple booking. A triple booking happens when three events have some non-empty intersection (i.e., some moment is common to all the three events.). The event can be represented as a pair of integers startTime and endTime that represents a booking on the half-open interval [startTime, endTime), the range of real numbers x such that startTime <= x < endTime. Implement the MyCalendarTwo class: ","Array,Binary Search,Design,Segment Tree,Prefix Sum,Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjYxMDY4,VG9waWNUYWdOb2RlOjYxMDcw",Medium,62.3,315226,196492,,2211,182,"Store two sorted lists of intervals: one list will be all times that are at least single booked, and another list will be all times that are definitely double booked.  If none of the double bookings conflict, then the booking will succeed, and you should update your single and double bookings accordingly.","729,732","My Calendar I,My Calendar III"
My Calendar III,my-calendar-iii,732,"A k-booking happens when k events have some non-empty intersection (i.e., there is some time that is common to all k events.) You are given some events [startTime, endTime), after each given event, return an integer k representing the maximum k-booking between all the previous events. Implement the MyCalendarThree class: ","Binary Search,Design,Segment Tree,Prefix Sum,Ordered Set","VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjYxMDY4,VG9waWNUYWdOb2RlOjYxMDcw",Hard,70.7,144431,102134,,2041,272,"Treat each interval [start, end) as two events ""start"" and ""end"", and process them in sorted order.","729,731,2357","My Calendar I,My Calendar II,Count Integers in Intervals"
Flood Fill,flood-fill,733,"You are given an image represented by an m x n grid of integers image, where image[i][j] represents the pixel value of the image. You are also given three integers sr, sc, and color. Your task is to perform a flood fill on the image starting from the pixel image[sr][sc]. To perform a flood fill: Return the modified image after performing the flood fill. ","Array,Depth-First Search,Breadth-First Search,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUz",Easy,66.5,1762965,1173115,,8964,918,"Write a recursive function that paints the pixel if it's the correct color, then recurses on neighboring pixels.",463,Island Perimeter
Sentence Similarity,sentence-similarity,734,,"Array,Hash Table,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw",Easy,44.6,162463,72471,,62,70,"Two words w1 and w2 are similar if and only if w1 == w2, (w1, w2) was a pair, or (w2, w1) was a pair.","547,721,737","Number of Provinces,Accounts Merge,Sentence Similarity II"
Asteroid Collision,asteroid-collision,735,"We are given an array asteroids of integers representing asteroids in a row. The indices of the asteriod in the array represent their relative position in space. For each asteroid, the absolute value represents its size, and the sign represents its direction (positive meaning right, negative meaning left). Each asteroid moves at the same speed. Find out the state of the asteroids after all collisions. If two asteroids meet, the smaller one will explode. If both are the same size, both will explode. Two asteroids moving in the same direction will never meet. ","Array,Stack,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjYxMDU1",Medium,45.6,1759415,801529,,8735,1251,Say a row of asteroids is stable.  What happens when a new asteroid is added on the right?,"605,2245,2317,2846","Can Place Flowers,Destroying Asteroids,Count Collisions on a Road,Robot Collisions"
Parse Lisp Expression,parse-lisp-expression,736,You are given a string expression representing a Lisp-like expression to return the integer value of. The syntax for these expressions is given as follows. ,"Hash Table,String,Stack,Recursion","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjMx",Hard,52.8,47986,25322,,491,368,"* If the expression starts with a digit or '-', it's an integer: return it.

* If the expression starts with a letter, it's a variable.  Recall it by checking the current scope in reverse order.

* Otherwise, group the tokens (variables or expressions) within this expression by counting the ""balance"" `bal` of the occurrences of `'('` minus the number of occurrences of `')'`.  When the balance is zero, we have ended a token.  For example, `(add 1 (add 2 3))` should have tokens `'1'` and `'(add 2 3)'`.

* For add and mult expressions, evaluate each token and return the addition or multiplication of them.

* For let expressions, evaluate each expression sequentially and assign it to the variable in the current scope, then return the evaluation of the final expression.","439,726,781","Ternary Expression Parser,Number of Atoms,Basic Calculator IV"
Sentence Similarity II,sentence-similarity-ii,737,,"Array,Hash Table,String,Depth-First Search,Breadth-First Search,Union Find","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz",Medium,50.7,149545,75775,,849,43,"Consider the graphs where each pair in ""pairs"" is an edge.  Two words are similar if they are the same, or are in the same connected component of this graph.","547,721,734","Number of Provinces,Accounts Merge,Sentence Similarity"
Monotone Increasing Digits,monotone-increasing-digits,738,"An integer has monotone increasing digits if and only if each pair of adjacent digits x and y satisfy x <= y. Given an integer n, return the largest number that is less than or equal to n with monotone increasing digits. ","Math,Greedy","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3",Medium,48.7,127987,62365,,1368,115,"Build the answer digit by digit, adding the largest possible one that would make the number still less than or equal to N.",402,Remove K Digits
Daily Temperatures,daily-temperatures,739,"Given an array of integers temperatures represents the daily temperatures, return an array answer such that answer[i] is the number of days you have to wait after the ith day to get a warmer temperature. If there is no future day for which this is possible, keep answer[i] == 0 instead. ","Array,Stack,Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjYxMDU0",Medium,67.4,1980688,1334895,,13911,351,"If the temperature is say, 70 today, then in the future a warmer temperature must be either 71, 72, 73, ..., 99, or 100.  We could remember when all of them occur next.","496,937","Next Greater Element I,Online Stock Span"
Delete and Earn,delete-and-earn,740,You are given an integer array nums. You want to maximize the number of points you get by performing the following operation any number of times: Return the maximum number of points you can earn by applying the above operation some number of times. ,"Array,Hash Table,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEz",Medium,56.7,707969,401669,,7770,394,"If you take a number, you might as well take them all.  Keep track of what the value is of the subset of the input with maximum M when you either take or don't take M.",198,House Robber
Cherry Pickup,cherry-pickup,741,"You are given an n x n grid representing a field of cherries, each cell is one of three possible integers. Return the maximum number of cherries you can collect by following the rules below: ","Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz",Hard,37.9,252181,95593,,4471,167,,"64,174,2189,2521","Minimum Path Sum,Dungeon Game,Maximum Path Quality of a Graph,Paths in Matrix Whose Sum Is Divisible by K"
Closest Leaf in a Binary Tree,closest-leaf-in-a-binary-tree,743,,"Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3",Medium,47.0,110331,51905,,877,186,"Convert the tree to a general graph, and do a breadth-first search.  Alternatively, find the closest leaf for every node on the path from root to target.",,
Network Delay Time,network-delay-time,744,"You are given a network of n nodes, labeled from 1 to n. You are also given times, a list of travel times as directed edges times[i] = (ui, vi, wi), where ui is the source node, vi is the target node, and wi is the time it takes for a signal to travel from source to target. We will send a signal from a given node k. Return the minimum time it takes for all the n nodes to receive the signal. If it is impossible for all the n nodes to receive the signal, return -1. ","Depth-First Search,Breadth-First Search,Graph,Heap (Priority Queue),Shortest Path","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDc2",Medium,57.6,1190870,685382,,7938,386,"We visit each node at some time, and if that time is better than the fastest time we've reached this node, we travel along outgoing edges in sorted order.  Alternatively, we could use Dijkstra's algorithm.","2151,2171","The Time When the Network Becomes Idle,Second Minimum Time to Reach Destination"
Find Smallest Letter Greater Than Target,find-smallest-letter-greater-than-target,745,"You are given an array of characters letters that is sorted in non-decreasing order, and a character target. There are at least two different characters in letters. Return the smallest character in letters that is lexicographically greater than target. If such a character does not exist, return the first character in letters. ","Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx",Easy,54.1,1117395,604674,,4682,2212,Try to find whether each of 26 next letters are in the given string array.,2269,Count Elements With Strictly Smaller and Greater Elements
Prefix and Suffix Search,prefix-and-suffix-search,746,Design a special dictionary that searches the words in it by a prefix and a suffix. Implement the WordFilter class: ,"Array,Hash Table,String,Design,Trie","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI3",Hard,40.4,258138,104356,,2319,491,"Take ""apple"" as an example, we will insert add ""apple{apple"", ""pple{apple"", ""ple{apple"", ""le{apple"", ""e{apple"", ""{apple"" into the Trie Tree. If the query is: prefix = ""app"", suffix = ""le"", we can find it by querying our trie for
""le { app"". We use '{' because in ASCii Table, '{' is next to 'z', so we just need to create new TrieNode[27] instead of 26. Also, compared with traditional Trie, we add the attribute weight in class TrieNode.
You can still choose any different character.",211,Design Add and Search Words Data Structure
Min Cost Climbing Stairs,min-cost-climbing-stairs,747,"You are given an integer array cost where cost[i] is the cost of ith step on a staircase. Once you pay the cost, you can either climb one or two steps. You can either start from the step with index 0, or the step with index 1. Return the minimum cost to reach the top of the floor. ","Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz",Easy,67.2,2233826,1501887,,11946,1841,"Build an array dp where dp[i] is the minimum cost to climb to the top starting from the ith staircase. Assuming we have n staircase labeled from 0 to n - 1 and assuming the top is n, then dp[n] = 0, marking that if you are at the top, the cost is 0. Now, looping from n - 1 to 0, the dp[i] = cost[i] + min(dp[i + 1], dp[i + 2]). The answer will be the minimum of dp[0] and dp[1]","70,3414","Climbing Stairs,Find Number of Ways to Reach the K-th Stair"
Largest Number At Least Twice of Others,largest-number-at-least-twice-of-others,748,"You are given an integer array nums where the largest integer is unique. Determine whether the largest element in the array is at least twice as much as every other number in the array. If it is, return the index of the largest element, or return -1 otherwise. ","Array,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5",Easy,50.8,585796,297709,,1284,929,"Scan through the array to find the unique largest element `m`, keeping track of it's index `maxIndex`.

Scan through the array again.  If we find some `x != m` with `m < 2*x`, we should return `-1`.

Otherwise, we should return `maxIndex`.","2274,2327","Keep Multiplying Found Values by Two,Largest Number After Digit Swaps by Parity"
Shortest Completing Word,shortest-completing-word,749,"Given a string licensePlate and an array of strings words, find the shortest completing word in words. A completing word is a word that contains all the letters in licensePlate. Ignore numbers and spaces in licensePlate, and treat letters as case insensitive. If a letter appears more than once in licensePlate, then it must appear in the word the same number of times or more. For example, if licensePlate = ""aBc 12c"", then it contains letters 'a', 'b' (ignoring case), and 'c' twice. Possible completing words are ""abccdef"", ""caaacab"", and ""cbca"". Return the shortest completing word in words. It is guaranteed an answer exists. If there are multiple shortest completing words, return the first one that occurs in words. ","Array,Hash Table,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw",Easy,61.4,153835,94517,,591,1127,"Count only the letters (possibly converted to lowercase) of each word.  If a word is shorter and the count of each letter is at least the count of that letter in the licensePlate, it is the best answer we've seen yet.",,
