Question Title,Question Slug,Question ID,Question Text,Topic Tagged text,Topic Tagged ID,Difficulty Level,Success Rate,total submission,total accepted,company tag,Likes,Dislikes,Hints,Similar Questions ID,Similar Questions Text
IPO,ipo,502,"Suppose LeetCode will start its IPO soon. In order to sell a good price of its shares to Venture Capital, LeetCode would like to work on some projects to increase its capital before the IPO. Since it has limited resources, it can only finish at most k distinct projects before the IPO. Help LeetCode design the best way to maximize its total capital after finishing at most k distinct projects. You are given n projects where the ith project has a pure profit profits[i] and a minimum capital of capital[i] is needed to start it. Initially, you have w capital. When you finish a project, you will obtain its pure profit and the profit will be added to your total capital. Pick a list of at most k distinct projects from given projects to maximize your final capital, and return the final maximized capital. The answer is guaranteed to fit in a 32-bit signed integer. ","Array,Greedy,Sorting,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw",Hard,53.0,516980,274168,,4000,275,,"2636,2894","Maximum Subsequence Score,Maximum Elegance of a K-Length Subsequence"
Next Greater Element II,next-greater-element-ii,503,"Given a circular integer array nums (i.e., the next element of nums[nums.length - 1] is nums[0]), return the next greater number for every element in nums. The next greater number of a number x is the first greater number to its traversing-order next in the array, which means you could search circularly to find its next greater number. If it doesn't exist, return -1 for this number. ","Array,Stack,Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjYxMDU0",Medium,66.4,891593,591839,,8578,216,,"496,556,3725","Next Greater Element I,Next Greater Element III,Maximum and Minimum Sums of at Most Size K Subarrays"
Base 7,base-7,504,"Given an integer num, return a string of its base 7 representation. ",Math,VG9waWNUYWdOb2RlOjg=,Easy,52.0,321601,167150,,850,235,,,
The Maze II,the-maze-ii,505,,"Array,Depth-First Search,Breadth-First Search,Graph,Heap (Priority Queue),Matrix,Shortest Path","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDc2",Medium,54.2,220317,119442,,1362,61,,"490,499","The Maze,The Maze III"
Relative Ranks,relative-ranks,506,"You are given an integer array score of size n, where score[i] is the score of the ith athlete in a competition. All the scores are guaranteed to be unique. The athletes are placed based on their scores, where the 1st place athlete has the highest score, the 2nd place athlete has the 2nd highest score, and so on. The placement of each athlete determines their rank: Return an array answer of size n where answer[i] is the rank of the ith athlete. ","Array,Sorting,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw",Easy,73.4,483862,354948,,2043,139,,,
Perfect Number,perfect-number,507,"A perfect number is a positive integer that is equal to the sum of its positive divisors, excluding the number itself. A divisor of an integer x is an integer that can divide x evenly. Given an integer n, return true if n is a perfect number, otherwise return false. ",Math,VG9waWNUYWdOb2RlOjg=,Easy,45.0,615993,277039,,1179,1266,,728,Self Dividing Numbers
Most Frequent Subtree Sum,most-frequent-subtree-sum,508,"Given the root of a binary tree, return the most frequent subtree sum. If there is a tie, return all the values with the highest frequency in any order. The subtree sum of a node is defined as the sum of all the node values formed by the subtree rooted at that node (including the node itself). ","Hash Table,Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Medium,67.9,236418,160606,,2324,326,,"572,2126","Subtree of Another Tree,Count Nodes Equal to Sum of Descendants"
Fibonacci Number,fibonacci-number,1013,"The Fibonacci numbers, commonly denoted F(n) form a sequence, called the Fibonacci sequence, such that each number is the sum of the two preceding ones, starting from 0 and 1. That is, Given n, calculate F(n). ","Math,Dynamic Programming,Recursion,Memoization","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjMx,VG9waWNUYWdOb2RlOjMz",Easy,73.0,3364332,2455629,,8750,386,,"70,872,905,1236","Climbing Stairs,Split Array into Fibonacci Sequence,Length of Longest Fibonacci Subsequence,N-th Tribonacci Number"
Inorder Successor in BST II,inorder-successor-in-bst-ii,509,,"Tree,Binary Search Tree,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3",Medium,61.0,120450,73476,,882,43,,285,Inorder Successor in BST
Game Play Analysis I,game-play-analysis-i,1179,Table: Activity  Write a solution to find the first login date for each player. Return the result table in any order. The result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,75.8,512614,388361,,951,35,,1180,Game Play Analysis II
Game Play Analysis II,game-play-analysis-ii,1180,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,54.1,183260,99062,,273,43,,"1179,1181","Game Play Analysis I,Game Play Analysis III"
Find Bottom Left Tree Value,find-bottom-left-tree-value,513,"Given the root of a binary tree, return the leftmost value in the last row of the tree. ","Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3",Medium,71.8,566006,406213,,3913,298,,,
Freedom Trail,freedom-trail,514,"In the video game Fallout 4, the quest ""Road to Freedom"" requires players to reach a metal dial called the ""Freedom Trail Ring"" and use the dial to spell a specific keyword to open the door. Given a string ring that represents the code engraved on the outer ring and another string key that represents the keyword that needs to be spelled, return the minimum number of steps to spell all the characters in the keyword. Initially, the first character of the ring is aligned at the ""12:00"" direction. You should spell all the characters in key one by one by rotating ring clockwise or anticlockwise to make each character of the string key aligned at the ""12:00"" direction and then by pressing the center button. At the stage of rotating the ring to spell the key character key[i]: ","String,Dynamic Programming,Depth-First Search,Breadth-First Search","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy",Hard,58.9,198633,116995,,1535,81,,,
Find Largest Value in Each Tree Row,find-largest-value-in-each-tree-row,515,"Given the root of a binary tree, return an array of the largest value in each row of the tree (0-indexed). ","Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3",Medium,66.3,731438,484723,,4068,128,,,
Longest Palindromic Subsequence,longest-palindromic-subsequence,516,"Given a string s, find the longest palindromic subsequence's length in s. A subsequence is a sequence that can be derived from another sequence by deleting some or no elements without changing the order of the remaining elements. ","String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz",Medium,64.2,988069,633897,,9994,335,,"5,647,730,1250,1822,1897,2130","Longest Palindromic Substring,Palindromic Substrings,Count Different Palindromic Subsequences,Longest Common Subsequence,Longest Palindromic Subsequence II,Maximize Palindrome Length From Subsequences,Maximum Product of the Length of Two Palindromic Subsequences"
Super Washing Machines,super-washing-machines,517,"You have n super washing machines on a line. Initially, each washing machine has some dresses or is empty. For each move, you could choose any m (1 <= m <= n) washing machines, and pass one dress of each washing machine to one of its adjacent washing machines at the same time. Given an integer array machines representing the number of dresses in each washing machine from left to right on the line, return the minimum number of moves to make all the washing machines have the same number of dresses. If it is not possible to do it, return -1. ","Array,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3",Hard,42.5,81637,34712,,792,219,,,
Coin Change II,coin-change-ii,518,"You are given an integer array coins representing coins of different denominations and an integer amount representing a total amount of money. Return the number of combinations that make up that amount. If that amount of money cannot be made up by any combination of the coins, return 0. You may assume that you have an infinite number of each kind of coin. The answer is guaranteed to fit into a signed 32-bit integer. ","Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz",Medium,62.2,1322972,822527,,9824,213,,"1393,2648,3091,3106,3489,3903","Maximum Value of K Coins From Piles,Number of Ways to Earn Points,Count of Sub-Multisets With Bounded Sum,Length of the Longest Subsequence That Sums to Target,The Number of Ways to Make the Sum,Inverse Coin Change"
Random Flip Matrix,random-flip-matrix,913,"There is an m x n binary grid matrix with all the values set 0 initially. Design an algorithm to randomly pick an index (i, j) where matrix[i][j] == 0 and flips it to 1. All the indices (i, j) where matrix[i][j] == 0 should be equally likely to be returned. Optimize your algorithm to minimize the number of calls made to the built-in random function of your language and optimize the time and space complexity. Implement the Solution class: ","Hash Table,Math,Reservoir Sampling,Randomized","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjM2,VG9waWNUYWdOb2RlOjYxMDc1",Medium,43.6,59603,25968,,450,134,,,
Detect Capital,detect-capital,520,"We define the usage of capitals in a word to be right when one of the following cases holds: Given a string word, return true if the usage of capitals in it is right. ",String,VG9waWNUYWdOb2RlOjEw,Easy,56.1,871886,489521,,3495,466,,"2235,3405,3408","Capitalize the Title,Count the Number of Special Characters II,Count the Number of Special Characters I"
Longest Uncommon Subsequence I,longest-uncommon-subsequence-i,521,"Given two strings a and b, return the length of the longest uncommon subsequence between a and b. If no such uncommon subsequence exists, return -1. An uncommon subsequence between two strings is a string that is a subsequence of exactly one of them. ",String,VG9waWNUYWdOb2RlOjEw,Easy,61.4,217713,133673,,81,266,"Think very simple. If a == b, the answer is -1. Otherwise, the answer is the string a or the string b.",522,Longest Uncommon Subsequence II
Longest Uncommon Subsequence II,longest-uncommon-subsequence-ii,522,"Given an array of strings strs, return the length of the longest uncommon subsequence between them. If the longest uncommon subsequence does not exist, return -1. An uncommon subsequence between an array of strings is a string that is a subsequence of one string but not the others. A subsequence of a string s is a string that can be obtained after deleting any number of characters from s. ","Array,Hash Table,Two Pointers,String,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDQ5",Medium,43.1,139799,60259,,534,1351,,521,Longest Uncommon Subsequence I
Continuous Subarray Sum,continuous-subarray-sum,523,"Given an integer array nums and an integer k, return true if nums has a good subarray or false otherwise. A good subarray is a subarray where: Note that: ","Array,Hash Table,Math,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDY4",Medium,30.9,2227745,688852,,6638,694,,"560,2119,2240,2878","Subarray Sum Equals K,Minimum Number of Operations to Make Array Continuous,Intervals Between Identical Elements,Apply Operations to Make All Array Elements Equal to Zero"
Longest Word in Dictionary through Deleting,longest-word-in-dictionary-through-deleting,524,"Given a string s and a string array dictionary, return the longest string in the dictionary that can be formed by deleting some of the given string characters. If there is more than one possible result, return the longest word with the smallest lexicographical order. If there is no possible result, return the empty string. ","Array,Two Pointers,String,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDQ5",Medium,51.8,327217,169462,,1834,361,,720,Longest Word in Dictionary
Contiguous Array,contiguous-array,525,"Given a binary array nums, return the maximum length of a contiguous subarray with an equal number of 0 and 1. ","Array,Hash Table,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDY4",Medium,49.4,1150840,568735,,8384,429,,"325,3406,3407","Maximum Size Subarray Sum Equals k,Find All Possible Stable Binary Arrays I,Find All Possible Stable Binary Arrays II"
Beautiful Arrangement,beautiful-arrangement,526,"Suppose you have n integers labeled 1 through n. A permutation of those n integers perm (1-indexed) is considered a beautiful arrangement if for every i (1 <= i <= n), either of the following is true: Given an integer n, return the number of the beautiful arrangements that you can construct. ","Array,Dynamic Programming,Backtracking,Bit Manipulation,Bitmask","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDc4",Medium,64.5,307529,198481,,3336,384,,667,Beautiful Arrangement II
Word Abbreviation,word-abbreviation,527,,"Array,String,Greedy,Trie,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjI3,VG9waWNUYWdOb2RlOjYxMDQ5",Hard,61.9,48662,30123,,393,295,,"408,411,2977","Valid Word Abbreviation,Minimum Unique Word Abbreviation,Check if a String Is an Acronym of Words"
Random Pick with Weight,random-pick-with-weight,912,"You are given a 0-indexed array of positive integers w where w[i] describes the weight of the ith index. You need to implement the function pickIndex(), which randomly picks an index in the range [0, w.length - 1] (inclusive) and returns it. The probability of picking an index i is w[i] / sum(w). ","Array,Math,Binary Search,Prefix Sum,Randomized","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDY4,VG9waWNUYWdOb2RlOjYxMDc1",Medium,48.3,1288204,622186,,2161,995,,"398,894,914","Random Pick Index,Random Pick with Blacklist,Random Point in Non-overlapping Rectangles"
Minesweeper,minesweeper,529,"Let's play the minesweeper game (Wikipedia, online game)! You are given an m x n char matrix board representing the game board where: You are also given an integer array click where click = [clickr, clickc] represents the next click position among all the unrevealed squares ('M' or 'E'). Return the board after revealing this position according to the following rules: ","Array,Depth-First Search,Breadth-First Search,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUz",Medium,68.1,276353,188306,,2046,1082,,2206,Detonate the Maximum Bombs
Minimum Absolute Difference in BST,minimum-absolute-difference-in-bst,530,"Given the root of a Binary Search Tree (BST), return the minimum absolute difference between the values of any two different nodes in the tree. ","Tree,Depth-First Search,Breadth-First Search,Binary Search Tree,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3",Easy,58.8,894013,525908,,4609,259,,532,K-diff Pairs in an Array
Lonely Pixel I,lonely-pixel-i,531,,"Array,Hash Table,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDUz",Medium,62.5,74007,46232,,446,41,,533,Lonely Pixel II
K-diff Pairs in an Array,k-diff-pairs-in-an-array,532,"Given an array of integers nums and an integer k, return the number of unique k-diff pairs in the array. A k-diff pair is an integer pair (nums[i], nums[j]), where the following are true: Notice that |val| denotes the absolute value of val. ","Array,Hash Table,Two Pointers,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5",Medium,44.7,877813,392419,,4045,2281,,"530,2116,2150,2448,2513,3000","Minimum Absolute Difference in BST,Count Number of Pairs With Absolute Difference K,Kth Smallest Product of Two Sorted Arrays,Count Number of Bad Pairs,Number of Pairs Satisfying Inequality,Minimum Absolute Difference Between Elements With Constraint"
Lonely Pixel II,lonely-pixel-ii,533,,"Array,Hash Table,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDUz",Medium,48.7,28675,13962,,90,786,,531,Lonely Pixel I
Game Play Analysis III,game-play-analysis-iii,1181,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,81.2,109171,88701,,415,17,,"1180,1182","Game Play Analysis II,Game Play Analysis IV"
Encode and Decode TinyURL,encode-and-decode-tinyurl,535,TinyURL is a URL shortening service where you enter a URL such as https://leetcode.com/problems/design-tinyurl and it returns a short URL such as http://tinyurl.com/4e9iAk. Design a class to encode a URL and decode a tiny URL. There is no restriction on how your encode/decode algorithm should work. You just need to ensure that a URL can be encoded to a tiny URL and the tiny URL can be decoded to the original URL. Implement the Solution class: ,"Hash Table,String,Design,Hash Function","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDY1",Medium,86.4,333409,287952,,2078,3804,,,
Construct Binary Tree from String,construct-binary-tree-from-string,536,,"String,Stack,Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Medium,58.4,207287,121103,,1125,183,,606,Construct String from Binary Tree
Complex Number Multiplication,complex-number-multiplication,537,"A complex number can be represented as a string on the form ""real+imaginaryi"" where: Given two complex numbers num1 and num2 as strings, return a string of the complex number that represents their multiplications. ","Math,String,Simulation","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDU1",Medium,72.4,143481,103914,,735,1253,,,
Convert BST to Greater Tree,convert-bst-to-greater-tree,538,"Given the root of a Binary Search Tree (BST), convert it to a Greater Tree such that every key of the original BST is changed to the original key plus the sum of all keys greater than the original key in BST. As a reminder, a binary search tree is a tree that satisfies these constraints: ","Tree,Depth-First Search,Binary Search Tree,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3",Medium,70.5,468740,330643,,5340,177,,,
Minimum Time Difference,minimum-time-difference,539,,"Array,Math,String,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDQ5",Medium,62.4,519189,323775,,2555,317,,2266,Minimum Cost to Set Cooking Time
Single Element in a Sorted Array,single-element-in-a-sorted-array,540,"You are given a sorted array consisting of only integers where every element appears exactly twice, except for one element which appears exactly once. Return the single element that appears only once. Your solution must run in O(log n) time and O(1) space. ","Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx",Medium,59.2,1593242,943287,,12145,219,,,
Reverse String II,reverse-string-ii,541,"Given a string s and an integer k, reverse the first k characters for every 2k characters counting from the start of the string. If there are fewer than k characters left, reverse all of them. If there are less than 2k but greater than or equal to k characters, then reverse the first k characters and leave the other as original. ","Two Pointers,String","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw",Easy,52.2,600003,312965,,2155,4147,,"344,557,2886","Reverse String,Reverse Words in a String III,Faulty Keyboard"
01 Matrix,01-matrix,542,"Given an m x n binary matrix mat, return the distance of the nearest 0 for each cell. The distance between two cells sharing a common edge is 1. ","Array,Dynamic Programming,Breadth-First Search,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUz",Medium,51.6,1455587,750439,,10199,440,,"550,2259,2606","Shortest Path to Get Food,Minimum Operations to Remove Adjacent Ones in Matrix,Difference Between Ones and Zeros in Row and Column"
Diameter of Binary Tree,diameter-of-binary-tree,543,"Given the root of a binary tree, return the length of the diameter of the tree. The diameter of a binary tree is the length of the longest path between any two nodes in a tree. This path may or may not pass through the root. The length of a path between two nodes is represented by the number of edges between them. ","Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Easy,63.6,3249503,2068247,,14845,1172,,"1665,2364","Diameter of N-Ary Tree,Longest Path With Different Adjacent Characters"
Output Contest Matches,output-contest-matches,544,,"String,Recursion,Simulation","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjMx,VG9waWNUYWdOb2RlOjYxMDU1",Medium,77.4,36170,27997,,394,140,,,
Boundary of Binary Tree,boundary-of-binary-tree,545,,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Medium,47.2,339032,159937,,1390,2303,,199,Binary Tree Right Side View
Remove Boxes,remove-boxes,546,"You are given several boxes with different colors represented by different positive numbers. You may experience several rounds to remove boxes until there is no box left. Each time you can choose some continuous boxes with the same color (i.e., composed of k boxes, k >= 1), remove them and get k * k points. Return the maximum points you can get. ","Array,Dynamic Programming,Memoization","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjMz",Hard,48.3,110819,53530,,2372,130,,"664,2247","Strange Printer,Number of Unique Flavors After Sharing K Candies"
Number of Provinces,number-of-provinces,547,"There are n cities. Some of them are connected, while some are not. If city a is connected directly with city b, and city b is connected directly with city c, then city a is connected indirectly with city c. A province is a group of directly or indirectly connected cities and no other cities outside of the group. You are given an n x n matrix isConnected where isConnected[i][j] = 1 if the ith city and the jth city are directly connected, and isConnected[i][j] = 0 otherwise. Return the total number of provinces. ","Depth-First Search,Breadth-First Search,Union Find,Graph","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjI0",Medium,68.7,1806016,1241126,,10503,393,,"323,657,734,737,1085,2206","Number of Connected Components in an Undirected Graph,Robot Return to Origin,Sentence Similarity,Sentence Similarity II,The Earliest Moment When Everyone Become Friends,Detonate the Maximum Bombs"
Split Array with Equal Sum,split-array-with-equal-sum,548,,"Array,Hash Table,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDY4",Hard,50.1,49142,24602,,417,131,,"1418,1678","Fair Distribution of Cookies,Number of Ways to Split a String"
Binary Tree Longest Consecutive Sequence II,binary-tree-longest-consecutive-sequence-ii,549,,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Medium,49.6,115269,57148,,1176,98,,"298,1416","Binary Tree Longest Consecutive Sequence,Check if an Array Is Consecutive"
Game Play Analysis IV,game-play-analysis-iv,1182,"Table: Activity  Write a solution to report the fraction of players that logged in again on the day after the day they first logged in, rounded to 2 decimal places. In other words, you need to determine the number of players who logged in on the day immediately following their initial login, and divide it by the number of total players. The result format is in the following example. ",Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,39.5,837781,330554,,1240,228,,"1181,1193","Game Play Analysis III,Game Play Analysis V"
Student Attendance Record I,student-attendance-record-i,551,"You are given a string s representing an attendance record for a student where each character signifies whether the student was absent, late, or present on that day. The record only contains the following three characters: The student is eligible for an attendance award if they meet both of the following criteria: Return true if the student is eligible for an attendance award, or false otherwise. ",String,VG9waWNUYWdOb2RlOjEw,Easy,49.7,518720,257586,,817,55,,552,Student Attendance Record II
Student Attendance Record II,student-attendance-record-ii,552,"An attendance record for a student can be represented as a string where each character signifies whether the student was absent, late, or present on that day. The record only contains the following three characters: Any student is eligible for an attendance award if they meet both of the following criteria: Given an integer n, return the number of possible attendance records of length n that make a student eligible for an attendance award. The answer may be very large, so return it modulo 109 + 7. ",Dynamic Programming,VG9waWNUYWdOb2RlOjEz,Hard,55.8,267707,149459,,2334,290,,551,Student Attendance Record I
Optimal Division,optimal-division,553,"You are given an integer array nums. The adjacent integers in nums will perform the float division. However, you can add any number of parenthesis at any position to change the priority of operations. You want to add these parentheses such the value of the expression after the evaluation is maximum. Return the corresponding expression that has the maximum value in string format. Note: your expression should not contain redundant parenthesis. ","Array,Math,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz",Medium,61.8,74915,46274,,394,1625,,,
Brick Wall,brick-wall,554,"There is a rectangular brick wall in front of you with n rows of bricks. The ith row has some number of bricks each of the same height (i.e., one unit) but they can be of different widths. The total width of each row is the same. Draw a vertical line from the top to the bottom and cross the least bricks. If your line goes through the edge of a brick, then the brick is not considered as crossed. You cannot draw a line just along one of the two vertical edges of the wall, in which case the line will obviously cross no bricks. Given the 2D array wall that contains the information about the wall, return the minimum number of crossed bricks after drawing such a vertical line. ","Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=",Medium,55.9,284848,159119,,2616,182,,2322,Number of Ways to Build Sturdy Brick Wall
Split Concatenated Strings,split-concatenated-strings,555,,"Array,String,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3",Medium,43.3,16626,7206,,78,263,,,
Next Greater Element III,next-greater-element-iii,556,"Given a positive integer n, find the smallest integer which has exactly the same digits existing in the integer n and is greater in value than n. If no such positive integer exists, return -1. Note that the returned integer should fit in 32-bit integer, if there is a valid answer but it does not fit in 32-bit integer, return -1. ","Math,Two Pointers,String","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw",Medium,34.6,534219,184873,,3833,488,,"496,503,1997","Next Greater Element I,Next Greater Element II,Next Palindrome Using Same Digits"
Reverse Words in a String III,reverse-words-in-a-string-iii,557,"Given a string s, reverse the order of characters in each word within a sentence while still preserving whitespace and initial word order. ","Two Pointers,String","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw",Easy,83.7,1226066,1025891,,6062,252,,541,Reverse String II
Logical OR of Two Binary Grids Represented as Quad-Trees,logical-or-of-two-binary-grids-represented-as-quad-trees,773,"A Binary Matrix is a matrix in which all the elements are either 0 or 1. Given quadTree1 and quadTree2. quadTree1 represents a n * n binary matrix and quadTree2 represents another n * n binary matrix. Return a Quad-Tree representing the n * n binary matrix which is the result of logical bitwise OR of the two binary matrixes represented by quadTree1 and quadTree2. Notice that you can assign the value of a node to True or False when isLeaf is False, and both are accepted in the answer. A Quad-Tree is a tree data structure in which each internal node has exactly four children. Besides, each node has two attributes: We can construct a Quad-Tree from a two-dimensional area using the following steps: If you want to know more about the Quad-Tree, you can refer to the wiki. Quad-Tree format: The input/output represents the serialized format of a Quad-Tree using level order traversal, where null signifies a path terminator where no node exists below. It is very similar to the serialization of the binary tree. The only difference is that the node is represented as a list [isLeaf, val]. If the value of isLeaf or val is True we represent it as 1 in the list [isLeaf, val] and if the value of isLeaf or val is False we represent it as 0. ","Divide and Conquer,Tree","VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjIw",Medium,50.6,33954,17176,,199,476,,,
Maximum Depth of N-ary Tree,maximum-depth-of-n-ary-tree,774,"Given a n-ary tree, find its maximum depth. The maximum depth is the number of nodes along the longest path from the root node down to the farthest leaf node. Nary-Tree input serialization is represented in their level order traversal, each group of children is separated by the null value (See examples). ","Tree,Depth-First Search,Breadth-First Search","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy",Easy,73.0,445544,325066,,2832,93,,"104,2151,3486","Maximum Depth of Binary Tree,The Time When the Network Becomes Idle,Count the Number of Good Nodes"
